Nanopore_ID	Plasmid_ID	Contig_ID	Sequence_size	Number_of_AR_genes	AR_gene_list	Best_blast_hit	Fraction_aligned	Percent_identity	novel	clusters
3590	N135_BC01	p_4038	tig00000009	9696	0	NA	Staphylococcus lugdunensis strain FDAARGOS 381 plasmid unnamed1, complete sequence	1.019	98.091	no	NA
3591	N135_BC01	p_4040	tig00000010	18872	3	BlaZ;LnuA;TetK;	Staphylococcus sp. CDC25 plasmid SAP018A, complete sequence	0.699	96.311	no	NA
3592	N239_BC04	p_2861	tig00000152	122115	0	NA	Bacillus thuringiensis YBT-1518 plasmid pBMB0230, complete sequence	0.409	98.324	no	NA
3593	N206_BC06	p_2457	tig00000188	4651	0	NA	Uncultured organism plasmid pK5, complete sequence	0.56	97.393	no	NA
3594	N176_BC03	p_1639	tig00000146	4963	1	TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.725	90.883	no	NA
3595	N216_BC03	p_5251	tig00000170	66979	4	CatBx;OXA-1;OXA-48;AacAad;	Klebsiella pneumoniae plasmid pOXAAPSS2, complete sequence	0.96	97.192	no	NA
3596	N198_BC10	p_4045	tig00005002	4629	0	NA	Uncultured organism plasmid pK5, complete sequence	0.567	95.683	no	NA
3597	N176_BC03	p_1642	tig00000411	10859	0	NA	Staphylococcus haemolyticus strain 83131A plasmid p83131A-A, complete sequence	0.498	92.322	no	NA
3598	N216_BC03	p_5254	tig00000106	8316	0	NA	Klebsiella pneumoniae strain AR 0158 plasmid tig00003569alt, complete sequence	0.681	97.627	no	NA
3599	N216_BC03	p_5255	tig00000045	343164	0	NA	Bacillus cereus H3081.97 plasmid pH308197 258, complete sequence	0.511	96.283	no	NA
3600	N102_BC01	p_2869	tig00000008	52723	0	NA	Enterococcus faecalis 62 plasmid EF62pC, complete sequence	0.712	94.998	no	NA
3601	N102_BC01	p_2870	tig00000001	29080	1	AadD;	Staphylococcus epidermidis strain DAR1907 plasmid unnamed2, complete sequence	0.6	97.592	no	NA
3602	N102_BC01	p_2871	tig00000000	55131	0	NA	Enterococcus faecalis strain sorialis plasmid Efsorialis-p2, complete sequence	0.434	96.505	no	NA
3603	N236_BC12	p_2872	tig00000060	4322	0	NA	Acinetobacter lwoffii strain ZS207 plasmid pZS-11, complete sequence	0.983	98.66	no	NA
3604	N178_BC09	p_1649	tig00000048	3538	0	NA	Staphylococcus aureus strain USA300-SUR15 plasmid pUSA07-1-SUR15, complete sequence	1.008	99.013	no	NA
3605	N178_BC09	p_1650	tig00000100	2445	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	0.996	97.122	no	NA
3606	N178_BC09	p_1651	tig00000096	4962	0	NA	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.693	90.55	no	NA
3607	N150_BC07	p_4057	tig00000192	8285	0	NA	Klebsiella pneumoniae strain AR 0158 plasmid tig00003569alt, complete sequence	0.662	97.948	no	NA
3608	N127_BC06	p_1654	tig00000003	31885	1	TetL;	Staphylococcus simulans strain FDAARGOS 383 plasmid unnamed, complete sequence	0.472	91.483	no	NA
3609	N182_BC01	p_5268	tig00000066	2721	0	NA	Staphylococcus aureus strain RIVM6519 plasmid pRIVM6519-2, complete sequence	0.83	98.082	no	NA
3610	N155_BC04	p_2068	tig00000052	3155	0	NA	Enterococcus faecium strain VREfm1 plasmid pPEC013, complete sequence	0.987	97.278	no	NA
3611	N214_BC05	p_4061	tig00000079	72567	0	NA	Acinetobacter baumannii strain USA15 plasmid pUSA15 1, complete sequence	0.974	99.008	no	NA
3612	N218_BC03	p_1658	tig00000094	17585	0	NA	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.979	94.735	no	NA
3613	N214_BC05	p_4063	tig00000074	145099	0	NA	Acinetobacter baumannii strain D46 plasmid pD46-4, complete sequence	0.644	97.094	no	NA
3614	N218_BC03	p_1660	tig00000395	2268	0	NA	Staphylococcus aureus strain SA0409 plasmid pHSSA0409, complete sequence	0.956	97.156	no	NA
3615	N228_BC10	p_2885	tig00000273	8136	0	NA	Bacillus thuringiensis Bt407 plasmid BTB 8p, complete sequence	1.015	98.014	no	NA
3616	N194_BC05	p_1663	tig00000026	3125	0	NA	Bacillus cereus strain CC-1 plasmid p2, complete sequence	0.961	97.716	no	NA
3617	N194_BC05	p_1664	tig00000207	2495	0	NA	Uncultured prokaryote from Rat gut metagenome metamobilome, plasmid pRGRH0087	0.951	87.204	no	NA
3618	N194_BC05	p_1666	tig00000023	4673	0	NA	Uncultured organism plasmid pK5, complete sequence	0.584	96.081	no	NA
3619	N200_BC03	p_4069	tig00000045	2434	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.026	97.062	no	NA
3620	N125_BC05	p_1668	tig00000017	29019	1	AadD;	Staphylococcus epidermidis strain DAR1907 plasmid unnamed2, complete sequence	0.627	97.312	no	NA
3621	N153_BC06	p_1669	tig00000010	67968	0	NA	Enterococcus faecalis plasmid pMG2200 DNA, complete sequence	1.01	98.33	no	NA
3622	N219_BC10	p_2892	tig00000084	55334	0	NA	Enterococcus faecalis ATCC 29212 plasmid 2, complete sequence	0.575	98.025	no	NA
3623	N165_BC03	p_1671	tig00000685	3000	0	NA	Staphylococcus aureus subsp. aureus TW20, plasmid pTW20 2	1.011	98.52	no	NA
3624	N209_BC04	p_1672	tig00000104	2533	0	NA	Staphylococcus epidermidis pLNU6 plasmid	1.01	98.328	no	NA
3625	N208_BC09	p_2895	tig00000283	3131	0	NA	Bacillus cereus strain CC-1 plasmid p2, complete sequence	0.971	98.337	no	NA
3626	N107_BC09	p_4077	tig00000002	5998	1	VgaA;	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	1.01	98.984	no	NA
3627	N209_BC04	p_1676	tig00000089	14294	0	NA	Staphylococcus aureus plasmid SAP099B, complete sequence	0.747	98.106	no	NA
3628	N125_BC03	p_3293	tig00000001	31452	2	AadD;BlaZ;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	0.811	97.852	no	NA
3629	N102_BC09	p_4081	tig00000010	2309	1	LnuA;	Staphylococcus aureus strain SR434 plasmid pSR04, complete genome	0.781	90.672	no	NA
3630	N234_BC08	p_5290	tig00000187	4145	0	NA	Bacillus cereus strain CC-1 plasmid p1, complete sequence	0.822	96.437	no	NA
3631	N102_BC09	p_4083	tig00000007	26203	3	AadD;TetK;BlaZ;	Staphylococcus lugdunensis strain Tlug8G-4 plasmid pT8G, complete sequence	0.69	98.105	no	NA
3632	N114_BC04	p_1684	tig00000014	22133	1	BlaZ;	Staphylococcus epidermidis strain ATCC 12228 plasmid pAMT2, complete sequence	1.006	97.894	no	NA
3633	N233_BC07	p_1685	tig00000230	2386	1	ErmC;	Staphylococcus aureus strain E14 plasmid pDLK1, complete sequence	1.012	98.066	no	NA
3634	N233_BC07	p_1686	tig00012316	4960	1	TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.78	91.514	no	NA
3635	N122_BC01	p_2906	tig00000107	45243	4	AadD;TetL;Far1;ErmC;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	0.602	98.734	no	NA
3636	N233_BC07	p_1688	tig00012311	52881	0	NA	Enterococcus faecalis 62 plasmid EF62pC, complete sequence	0.659	94.664	no	NA
3637	N233_BC07	p_1689	tig00000208	8304	0	NA	Klebsiella pneumoniae strain AR 0158 plasmid tig00003569alt, complete sequence	0.654	97.346	no	NA
3638	N233_BC07	p_1690	tig00012314	55340	0	NA	Enterococcus faecalis strain sorialis plasmid Efsorialis-p2, complete sequence	0.471	96.631	no	NA
3639	N134_BC06	p_1691	tig00000012	99140	0	NA	Klebsiella pneumoniae subsp. ozaenae strain AR 0096 plasmid unnamed2, complete sequence	0.929	97.497	no	NA
3640	N187_BC03	p_2911	tig00000051	348697	0	NA	Bacillus thuringiensis HD-789 plasmid pBTHD789-1, complete sequence	1.003	99.659	no	NA
3641	N193_BC06	p_1694	tig00004850	18056	0	NA	Bacillus cereus AH820 plasmid pAH820 10, complete sequence	0.716	94.174	no	NA
3642	N193_BC06	p_1695	tig00000659	7112	0	NA	Bacillus cereus strain CC-1 plasmid p4, complete sequence	0.691	98.968	no	NA
3643	N193_BC06	p_1696	tig00004856	4660	0	NA	Uncultured organism plasmid pK5, complete sequence	0.606	96.835	no	NA
3644	N193_BC06	p_1697	tig00004855	4633	0	NA	Uncultured organism plasmid pK5, complete sequence	0.54	95.495	no	NA
3645	N101_BC07	p_5305	tig00000055	26905	1	Aac6-Aph2;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	0.761	96.013	no	NA
3646	N190_BC06	p_4099	tig00000211	2446	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.024	97.442	no	NA
3647	N190_BC06	p_4100	tig00000194	2434	0	NA	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.023	97.485	no	NA
3648	N194_BC01	p_2921	tig00000120	30275	0	NA	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.985	92.858	no	NA
3649	N194_BC01	p_2922	tig00000112	35711	1	TetK;	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.829	95.093	no	NA
3650	N194_BC01	p_2923	tig00004482	4936	1	TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.64	88.949	no	NA
3651	N190_BC06	p_4104	tig00000288	2407	0	NA	Staphylococcus epidermidis plasmid SAP108D, complete sequence	0.933	90.076	no	NA
3652	N193_BC11	p_1706	tig00004230	15936	1	Aac6-Aph2;	Staphylococcus pasteuri strain JS7 plasmid pSNJS702, complete sequence	0.518	89.144	no	NA
3653	N227_BC07	p_1707	tig00000149	8185	0	NA	Salmonella enterica subsp. enterica serovar Manhattan strain SA20084699 plasmid unnamed2, complete sequence	0.832	98.401	no	NA
3654	N156_BC07	p_2927	tig00001591	4025	0	NA	Enterococcus faecium Aus0085 plasmid p5, complete sequence	0.995	95.908	no	NA
3655	N156_BC07	p_2928	tig00000051	60868	0	NA	Enterococcus faecium strain E745 plasmid pl6, complete sequence	0.963	98.474	no	NA
3656	N163_BC11	p_1710	tig00000362	6645	0	NA	Bacillus thuringiensis HD-789 plasmid pBTHD789-6, complete sequence	1.029	96.308	no	NA
3657	N127_BC11	p_4110	tig00000002	18496	0	NA	Comamonas testosteroni P19 genome assembly Comamonas testosteroni P19, plasmid : II	0.576	96.288	no	NA
3658	N163_BC11	p_1712	tig00000382	7596	0	NA	B.thuringiensis plasmid pTX14-3 DNA	1.017	96.801	no	NA
3659	N231_BC10	p_2932	tig00000301	3118	0	NA	Bacillus thuringiensis YBT-1518 plasmid pBMB0228, complete sequence	0.869	86.839	no	NA
3660	N163_BC11	p_1714	tig00000030	348497	0	NA	Bacillus thuringiensis HD-789 plasmid pBTHD789-1, complete sequence	1.003	99.703	no	NA
3661	N169_BC09	p_2128	tig00000041	36938	1	TetK;	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.865	95.202	no	NA
3662	N169_BC09	p_2129	tig00001351	14554	1	MsrA;	Staphylococcus aureus subsp. aureus strain 5118.N plasmid p5118.Nb, complete sequence	0.833	95.592	no	NA
3663	N213_BC05	p_3332	tig00001080	4740	0	NA	Citrobacter sp. 36-4CPA plasmid pCS36-4CPA, complete sequence	0.593	87.87	no	NA
3664	N237_BC07	p_1718	tig00000286	12337	0	NA	Staphylococcus haemolyticus JCSC1435 plasmid pSHaeC DNA, complete sequence	0.542	96.17	no	NA
3665	N110_BC10	p_2938	tig00000014	2373	1	ErmC;	Staphylococcus aureus strain USA300-SUR15 plasmid pUSA05-1-SUR15, complete sequence	1.019	97.927	no	NA
3666	N237_BC07	p_1720	tig00000173	97576	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p101287, complete sequence	0.276	93.317	no	NA
3667	N236_BC04	p_4120	tig00000127	2450	1	ErmC;	Staphylococcus aureus strain CMRSA plasmid pWBG738, complete sequence	1.013	98.173	no	NA
3668	N236_BC04	p_4121	tig00000185	2981	0	NA	Staphylococcus aureus plasmid pKH3, complete sequence	1.011	96.046	no	NA
3669	N110_BC10	p_2942	tig00000061	3994	0	NA	Bacillus cereus strain CC-1 plasmid p1, complete sequence	0.932	94.846	no	NA
3670	N110_BC10	p_2943	tig00000030	62237	0	NA	Enterococcus faecium strain E745 plasmid pl6, complete sequence	0.927	98.237	no	NA
3671	N203_BC01	p_1725	tig00000185	220230	0	NA	Bacillus cereus AH187 plasmid pAH187 270, complete sequence	0.895	97.674	no	NA
3672	N110_BC10	p_2945	tig00000038	1983	0	NA	Staphylococcus aureus plasmid pWBG754, complete sequence	0.881	92.759	no	NA
3673	N203_BC10	p_4126	tig00000172	4892	0	NA	Prevotella dentalis DSM 3688 plasmid pPREDE01, complete sequence	1.01	97.405	no	NA
3674	N179_BC11	p_1728	tig00000007	26772	2	MphC;MsrA;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	1.004	99.048	no	NA
3675	N179_BC11	p_1729	tig00000080	6193	0	NA	Enterococcus faecium plasmid pB82 bacA, bacB, mobC, mobA, orf5, orf6, repA, repB, orf9 genes for bacteriocin precursor, hypothetical protein, mobilization protein, mobilization protein, hypothetical protein, hypothetical protein, replication protein, replication protein, hypothetical protein, complete cds	1.003	98.593	no	NA
3676	N179_BC11	p_1730	tig00000077	3239	0	NA	Enterococcus faecium strain VREfm1 plasmid pPEC013, complete sequence	0.987	97.892	no	NA
3677	N179_BC11	p_1731	tig00000074	4355	0	NA	Enterococcus faecium strain Efaecium ER04526.3A plasmid pER04562.3A.4, complete sequence	0.912	94.224	no	NA
3678	N225_BC06	p_2951	tig00000964	18133	0	NA	Bacillus cereus AH820 plasmid pAH820 10, complete sequence	0.708	95.151	no	NA
3679	N124_BC01	p_1733	tig00000008	12531	1	MsrA;	Staphylococcus aureus subsp. aureus strain 5118.N plasmid p5118.Nb, complete sequence	0.848	94.706	no	NA
3680	N124_BC01	p_1734	tig00000018	51040	0	NA	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.814	89.954	no	NA
3681	N124_BC01	p_1735	tig00000005	23023	0	NA	Staphylococcus epidermidis plasmid SAP016A, complete sequence	0.604	96.732	no	NA
3682	N124_BC01	p_1736	tig00000009	17386	0	NA	Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-04, complete sequence	0.562	93.838	no	NA
3683	N124_BC01	p_1737	tig00000006	30302	0	NA	Staphylococcus aureus plasmid pSK156, complete sequence	0.411	91.981	no	NA
3684	N130_BC02	p_2958	tig00000019	2345	1	ErmC;	Staphylococcus aureus strain USA300-SUR15 plasmid pUSA05-1-SUR15, complete sequence	1.027	97.286	no	NA
3685	N130_BC02	p_2960	tig00000015	3510	0	NA	Staphylococcus aureus strain USA300-SUR15 plasmid pUSA07-1-SUR15, complete sequence	1.015	98.391	no	NA
3686	N239_BC08	p_1740	tig00000316	35349	1	BlaZ;	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.388	95.467	no	NA
3687	N130_BC02	p_2962	tig00000016	2127	0	NA	Staphylococcus epidermidis plasmid SAP108D, complete sequence	0.924	88.601	no	NA
3688	N129_BC07	p_1742	tig00000001	109807	0	NA	Acinetobacter baumannii strain ABNIH28 plasmid pABA-1fe1, complete sequence	0.957	98.245	no	NA
3689	N129_BC07	p_1743	tig00000004	13625	1	Tet-39;	Acinetobacter baumannii strain AB20C15 plasmid pIBAC oxa58 20C15, complete sequence	0.529	95.523	no	NA
3690	N129_BC07	p_1744	tig00000036	13584	0	NA	Acinetobacter baumannii strain AB20C15 plasmid pIBAC oxa58 20C15, complete sequence	0.529	95.781	no	NA
3691	N221_BC05	p_1745	tig00008016	35975	0	NA	Bacillus cereus strain AR156 plasmid pAR41, complete sequence	0.959	98.15	no	NA
3692	N106_BC06	p_2164	tig00000003	94091	0	NA	Acinetobacter pittii strain WCHAP005046 plasmid p1 005046, complete sequence	0.726	95.385	no	NA
3693	N230_BC01	p_1747	tig00000108	4948	0	NA	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.656	89.293	no	NA
3694	N230_BC01	p_1748	tig00000100	47553	0	NA	Enterococcus faecium strain E1 plasmid pE1 230, complete sequence	0.331	92.48	no	NA
3695	N224_BC09	p_1749	tig00000244	108123	0	NA	Bacillus thuringiensis YBT-1518 plasmid pBMB0230, complete sequence	0.514	98.353	no	NA
3696	N175_BC10	p_5358	tig00007021	26704	2	MphC;MsrA;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	1.007	99.078	no	NA
3697	N175_BC10	p_5360	tig00001461	6017	1	VgaA;	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	0.991	99.013	no	NA
3698	N223_BC03	p_2170	tig00000218	4074	0	NA	Staphylococcus epidermidis plasmid SAP108C, complete sequence	0.759	93.344	no	NA
3699	N175_BC10	p_5363	tig00007016	6839	0	NA	Staphylococcus epidermidis strain ATCC 12228 plasmid pAMT3, complete sequence	0.803	97.089	no	NA
3700	N131_BC03	p_1757	tig00000010	5064	0	NA	Enterococcus faecalis plasmid pS86, rep86 and mob86 genes	1.017	97.411	no	NA
3701	N223_BC03	p_2173	tig00000135	55312	0	NA	Enterococcus faecalis strain sorialis plasmid Efsorialis-p2, complete sequence	0.392	96.986	no	NA
3702	N131_BC03	p_1759	tig00000038	30096	1	TetK;	Staphylococcus aureus subsp. aureus strain 1971.C01 plasmid p1971.C01b, complete sequence	0.573	97.636	no	NA
3703	N230_BC11	p_1760	tig00000118	3752	1	CatA;	Staphylococcus aureus R-plasmid pSBK203 replication initiation protein gene, chloramphenicol acetyltransferase gene, and Pre protein gene, complete cds	1.014	92.946	no	NA
3704	N230_BC11	p_1761	tig00000098	15147	1	BlaZ;	Staphylococcus aureus subsp. aureus strain 5118.N plasmid p5118.Nb, complete sequence	0.992	94.213	no	NA
3705	N230_BC11	p_1762	tig00000095	3142	0	NA	Bacillus cereus strain CC-1 plasmid p2, complete sequence	0.927	98.782	no	NA
3706	N230_BC11	p_1763	tig00000113	18039	0	NA	Bacillus cereus AH820 plasmid pAH820 10, complete sequence	0.816	92.707	no	NA
3707	N146_BC02	p_4161	tig00000009	115525	0	NA	Pseudomonas stutzeri strain 19SMN4 plasmid pLIB119, complete plasmid	0.436	94.077	no	NA
3708	N230_BC11	p_1765	tig00000137	12386	0	NA	Staphylococcus epidermidis plasmid SAP108A, complete sequence	0.685	92.308	no	NA
3709	N139_BC01	p_4164	tig00000014	12250	0	NA	Staphylococcus haemolyticus strain 83131A plasmid p83131A-A, complete sequence	0.731	97.149	no	NA
3710	N203_BC04	p_2985	tig00000114	6587	0	NA	Staphylococcus simulans strain FDAARGOS 383 plasmid unnamed, complete sequence	0.483	94.59	no	NA
3711	N132_BC05	p_2987	tig00000006	131840	0	NA	Acinetobacter sp. ACNIH1 plasmid pACI-df08, complete sequence	0.71	95.811	no	NA
3712	N230_BC11	p_1769	tig00000160	4662	0	NA	Uncultured organism plasmid pK5, complete sequence	0.54	96.56	no	NA
3713	N230_BC11	p_1770	tig00000108	32147	1	TetL;	Staphylococcus simulans strain FDAARGOS 383 plasmid unnamed, complete sequence	0.531	93.021	no	NA
3714	N230_BC11	p_1771	tig00000080	306938	0	NA	Bacillus cereus AH187 plasmid pAH187 270, complete sequence	0.518	95.898	no	NA
3715	N186_BC08	p_2189	tig00004570	13741	0	NA	Staphylococcus aureus subsp. aureus strain 1971.C01 plasmid p1971.C01b, complete sequence	0.71	96.228	no	NA
3716	N177_BC12	p_1773	tig00000104	2446	1	ErmC;	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.025	97.239	no	NA
3717	N177_BC12	p_1774	tig00000119	2988	0	NA	Staphylococcus aureus plasmid SAP070A, complete sequence	1.009	99.09	no	NA
3718	N177_BC12	p_1775	tig00000204	20129	0	NA	Staphylococcus aureus strain HUV05 plasmid pHUV05-02, complete sequence	1.008	98.998	no	NA
3719	N177_BC12	p_1776	tig00000234	24712	2	MphC;MsrA;	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	1.001	98.718	no	NA
3720	N161_BC08	p_3393	tig00000422	2940	0	NA	Staphylococcus aureus plasmid SAP070A, complete sequence	1.023	97.646	no	NA
3721	N177_BC12	p_1778	tig00000217	55282	0	NA	Enterococcus faecalis strain sorialis plasmid Efsorialis-p2, complete sequence	0.586	96.73	no	NA
3722	N164_BC10	p_1779	tig00002349	69870	0	NA	Acinetobacter baumannii strain ABNIH28 plasmid pABA-2f10, complete sequence	0.897	99.129	no	NA
3723	N164_BC10	p_1780	tig00000035	4085	0	NA	Staphylococcus epidermidis plasmid SAP108C, complete sequence	0.88	94.215	no	NA
3724	N213_BC02	p_3000	tig00000180	4096	0	NA	Bacillus cereus strain CC-1 plasmid p1, complete sequence	0.771	97.215	no	NA
3725	N204_BC03	p_5394	tig00011369	32628	0	NA	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.99	94.895	no	NA
3726	N156_BC05	p_4184	tig00000813	2506	0	NA	Staphylococcus aureus strain SVH7513 plasmid pSVH7513b, complete sequence	1.02	97.431	no	NA
3727	N175_BC11	p_1785	tig00000069	2076	0	NA	Staphylococcus epidermidis strain 23S plasmid pLF23/2, complete sequence	0.915	98.25	no	NA
3728	N115_BC09	p_4186	tig00000029	21195	0	NA	Staphylococcus haemolyticus strain SGAir0252 plasmid pSGAir0252, complete sequence	0.784	95.647	no	NA
3729	N173_BC10	p_4588	tig00007919	316782	0	NA	Bacillus cereus AH187 plasmid pAH187 270, complete sequence	0.56	97.02	no	NA
3730	N155_BC02	p_1790	tig00000029	70219	0	NA	Acinetobacter baumannii strain A85 plasmid pA85-3 clone GC1 AbaR4 resistance island, complete sequence	0.977	99.05	no	NA
3731	N155_BC02	p_1791	tig00000026	4658	0	NA	Uncultured organism plasmid pK5, complete sequence	0.611	96.278	no	NA
3732	N120_BC12	p_1792	tig00000028	6005	0	NA	Staphylococcus haemolyticus isolate 131A plasmid p131A, complete sequence	1.009	99.062	no	NA
3733	N184_BC12	p_3407	tig00000085	3164	0	NA	Enterococcus faecium strain VREfm1 plasmid pPEC013, complete sequence	1.012	98.136	no	NA
3734	N163_BC06	p_3010	tig00000078	2382	0	NA	Staphylococcus epidermidis plasmid SAP108D, complete sequence	1.011	93.23	no	NA
3735	N163_BC06	p_3011	tig00001907	3997	0	NA	Staphylococcus epidermidis plasmid SAP108C, complete sequence	0.838	93.247	no	NA
3736	N196_BC02	p_1796	tig00000092	63050	0	NA	Enterococcus faecium strain K60-39 plasmid pTT39 p2, complete sequence	1.004	99.118	no	NA
3737	N160_BC06	p_4196	tig00000015	68033	0	NA	Enterococcus faecalis plasmid pMG2200 DNA, complete sequence	1.004	98.747	no	NA
3738	N166_BC09	p_2213	tig00000026	4953	1	TetK;	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.65	90.003	no	NA
